H@Q@YiW: I?h]@eOWG, 
X??OGoK?oSA??G?C_?_?O??G?AG?G`?@`?@G_??c??GC??@O??D: Y?HG@cAGGOG@_G??o@?_Bc??C@GC???G@????C????D???J???o???K_, 
X??OGoK?o_?@?AA_?A_@C?@??AG?AC??p??C_?G@??DG??OG??D: Y?hW@eOGGC?B_??@_???D??O?GY???C@@?????AG?@????R???o???I_, 
X??OGoK?o_?@?AA_?A_@C?@??AG?AC??p??aG?@@??CG??@_??D: Y?hW@eOGGC?B_??@gO??C??O?GW?????c??@??Aa??????F??GG???a_, 
X??OGoKA__?W???A_B?@C?@??AG?AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?_g??CP?@???g????AC?G????O??S???F??@C???g_, 
X??OGoKA__?W?@?E?C??D?A???G?CA?@E?@CG?Ac??_G??_G??B: Y?hW@eOGG?GA_A?__??CP?@???_?@??OP?????BG?A????T??@A???o_, 
X??OGoKC?S?W???C_@?@_??g?E??AC??p??aG?@@??CG??@_??D: Y?@W@eO?G?GA_A?_g??CP?B??@kO?????_???C?X??A@??@???o???H_, 
X??OGoO?G??B?I?o?@?S?B???O_?GA??Y??QG?_a?@?O?G?G??B: YCHW@cAGKO?@?GO@????_O???AG??_?@K?C???KK?@????T?_A???o?_, 
X??OGoOA_@?B???@_W?W??G_?I??AC?@D??EG?C@??OO??@O??D: Y?hW@aOGGC?A_??@g???@?_??AG?OG?@OB?????w?A??@A@O??A?@C?_, 
X??OGoOA_@?B???@_W?W??G_?I??AC?@D??IG?C@??GO??@O??D: Y?gW@eOGG?GB_A?_G?????_??A??B???[?@C??EI????@A@@??A??K?_, 
X??OO???GI@_C_?W?S??o?@_W??A_@??L??G_?CK?@?C?G?O??B: Y?@G@EO?G??A_A?_g??CP?B??@gO??a?C?C?I??I??@CA?@_??_D???_, 
X??OO???GIB??S?W?S??o?@_K??c?@??L??G_?CK?@?C?G?O??B: Y?GA?CO?GC?B_?O@g_??Ta??P?@?_???K?_?B??K??@A_?@GO????AO_, 
X??OO???WHB??o?g@_?a??C??K??CP?@`?@G_??c??GC??AO??B: Y?GW?e?O?CCAP??A`??_?_A??_S?@???W?o????xA????E@O_???@O?_, 
X??OO???WPAO@O?g@_?a??C??E??OP?@`?@G_??c??GC??AO??B: Y?_W@a??GCCAO??Ao??C@O?C?G_E????\?O??@O?GC????FI???CG??_, 
X??OO???oHB?B?C_?K?@_?O??GG?GA??q?B?G?@c?@?G??OG??B: Y?HA@?AGGO?@_G??o@?_Bc??C@GG???GCB?????Wa???A?BO@??A??__, 
X??OO??@Gc?K?GAO?o?ACE???W??GA??q?B?G?@c?@?G??OG??B: Y??G@aO?KC?Ba?GCgO@??O@?G??C????kS????AIG?????b?O?_??K?_, 
X??OO??@__?KAGB?AG?D??Q??Q??W@?@`?@G_??c??GC??@O??D: Y?HY@cO?GCC?a?OC?@_?A?A??AC??O??M?_???BG?G???AH?C?A??K?_, 
X??OO??B?c?K?G@O?S?o??O_?W??GA??q?B?G?@c?@?G??OG??B: Y?`A?CO?GCCB_AOC_C@A?G??O??W????[G?G@?@K?@??G?@C??@??K?_, 
X??OO?@?gIB?B?C_?G??`?G??GG?GA??q?B?G?@c?@?G??OG??B: Y?gW@eOGG?GB???___??@?_C?AI?A???G??_?A?[?C????XO??G?AC?_, 
X??OO?@?oG@CCG@_@G?_??AC?I??g@?@`?@G_??c??GC??@O??D: Y?hW@eOGG??A_AO??O??W??_??q????G??@@??Gg?AO???X?a????B?_, 
X??OO?@?oHB?B?C_?G??o?G???g?GA??q?B?G?@c?@?G??OG??B: Y?@G@cAGG??@_G??o@?_Bc??C@GC?@??CG?@?D?I??C?@?@O@??A??@_, 
X??OO?@?o_?cAG?_@_?_A?Q??K??c@?@`?@G_?@C??CC??@O??D: YC@G?cA?K?GA@??A_G??OG?GG?XO???@e?_??@O@?_????FO_??C?_?_, 
X??OO?@@_AACAGAOAO?G??AC?I??g@?@`?@G_??c??GC??@O??D: Y?gW?aOOGC?????Bo??C@O?C?G_E????\???G@?HA???_O@?D????_G_, 
X??OO?@B?a?S?GC?@?GI??__?I??g@?A`??g_??c??GG??@G??D: Y?HQ?cOG?CG????Bo@@?@a??@?W?C?@?C?A??C?[??C?C?DB????D??_, 
X??OO?@B?c?W@G?E?C?o???_?C_A?P??L??G_?CK?@?C?G?O??B: Y?@G@CAGG??B_G??o@?_Bc??C@GC?@O?@??A?A?Ga?????XO@??A??C_, 
X??OO?A?GBB?@C?o@_?a??C??E??OP?@`?@G_??c??GG??@G??D: Y?GA?cAGGO?A_G??o@?_Bc??C@I?G@A?DC???A??G????_BA??A???K_, 
X??OO?A@?A@_C_?W?D??o?@_W??A_@??L??G_?CK?@?C?G?O??B: Y?HY?cOG?CGA???Bo@??@A??@?W?C?@?C?A??C?[??C?C?D_?A?G?C?_, 
X??OO?A@?AB??S?W?D??o?@_K??c?@??L??G_?CK?@?C?G?O??B: Y?`O@AO?GCC@?AOC`??E?O_?P?H????@CG????CWG@????T_?_??D??_, 
X??OO?A@O@B?B?C_?H?@_?O??GG?GA??q?B?G?@c?@?G??OG??B: Y?GI?cAGG??A_G??o@?_Bc??C@I?G@A?CC???B?A??@?@?@A??@???K_, 
X??OO?B?GW?G?CCO?o?o??D??E??S@?@`?@G_??c??GC??@O??D: Y?hW@aOGGC?A_??@g???@?_??AG?OG?@OB?????w?A??@A@O??A?@C?_, 
X??OO?B@?A`_C_?@_G?o???G?o??OP??L??G_?CK?@?C?G?O??B: Y?@?@cAGGO?@_G??o@?_Bc??C@IC?@??CG?@?C?GG????_BO@??A??A_, 
X??OO?B@?Ab?B?C_???@_?OG?G_?GA??q?B?G?@c?@?G??OG??B: Y?@G@cAGG??@_G??o@?_Bc??C@GC?@??CG?@?D?I??C?@?@O@??A??@_, 
X??OO?B@?Ab?B?C_?G?@_??G?GG?GA??q?B?G?@c?@?G??OG??B: Y?_W@a??GCC?O??Ao??C@O?C?G_E????[CA??D?I?_???g@I???CG??_, 
X??OO?B@OAB?B?C_?@??`?G??GG?GA??q?B?G?@c?@?G??OG??B: Y?GW?e?O?CCAP??A`??_?_A??_S?@???W?o????xA????E@O_???@O?_, 
X??OO?C?GA@_C_?W?P??o?@_W??A_@??L??G_?CK?@?C?G?O??B: Y?GA?CO?GC?B_?O@g_??Ta??P?@?_???K?_?B??K??@A_?@GO????AO_, 
X??OO?C?GAB??S?W?P??o?@_K??c?@??L??G_?CK?@?C?G?O??B: Y?@G@EO?G??A_A?_g??CP?B??@gO??a?C?C?I??I??@CA?@_??_D???_, 
X??OO?CB?c?K?G?O?OGo??O_?W??GA??q?B?G?@c?@?G??OG??B: Y?HI?eO?G?C?_A??_G??HG???OW?W??@SG??O?OGg???P?@_??G?CO?_, 
X??OO?CE?A?K?I?O?OGW?C_??W??GA??q?B?G?@c?@?G??OG??B: Y?HQ?c??GC?B_AOCoC?A?a??_C?W????W_?????w@????ADC??A??K?_, 
X??OO?CE?E?O?P?W@_?@_C????G?O@??p??a_@OC?CGC??OO?@@: Y??W@COOGCC?P??Ao???`?O?G?k?O??GDA???@OK@????AHI???C?A?_, 
X??OO?D?o?B??Q?E@_?c??I??A??GA?@a?@CG?@a??OO??OG??B: Y?gW@eOGG?GB_??___??@?_C?AA?????K??_?A?W?AC??@`O??G?AC?_, 
X??OO?D?o?B?B??QAO??o?G??GG?GA??q?A_G?@c?A?G??OG??B: Y?gW@eOGG??B_??_g_??@????AI?A??OGA?G???w?G???B@O??A?AC?_, 
X??OO?D?oAB?B?C_?C??P?C??GG?GA??q?B?G?@c?@?G??OG??B: Y?_W?C?G??GB_AO_g_?CP_G?_?Ga???_?O_?A?@GA???C?HG??A???o_, 
X??OO?D?oWAO?O?B?A?o???_?A_@?P??L??G_?CK?@?C?G?O??B: Y??I@_A?GO?@_G??o@?_Bc??C@IG?@??C@???D?I?G?@??HGC???_?G_, 
X??OO?DB?c?W?O?E??Oo???_?C_@?P??L??G_?CK?@?C?G?O??B: Y?hW@eOGG??A_A?_???C??@??@I?@??OS?A???KI?G???C`?AC???OG_, 
X??OO?DB?cB??E?O??GE??GG?C???I??q?AAG?Oc?@?G??_G??B: Y??G@cA??OGB_G??o??_Bc??C@IC?@O???o????YG???@C@GC?????c_, 
X??OO?G?WCAO@O?I?B?W?CO??E??AA??q??aG?@@??CG??@_??D: Y??W@e?O?CCAP??A`???@_A??_S?@???W?o????xO??A?A@O_???@O?_, 
X??OO?G?Wc?g?G?_`_?a??C??K??CP?@`?@G_??c??GC??AO??B: Y?@G@cAGG??@_G??o@?_Bc??C@GC?@??CG?@?D?I??C?@?@O@??A??@_, 
X??OO?GCO@_o?W?AAO?W??OO?A??GA?@a?@CG?@a??OO??OG??B: Y?@G@c??GOG@_G??o@?_Bc??C@IC????CG?@?D?H??A?C?@GC???_?@_, 
X??OO?GCOc@_?W?B???K???g?o?A@@??L??G_?CK?@?C?G?O??B: Y?gW@eOGG??A_A?_G_??HO@??GQ?A?C????K???g?C????J?A?O??OA_, 
X??OO?K?Wo?GC?@_?GOCG?C??E??OP?@`?@G_??c??GG??@G??D: Y?GI?cA?G??A_G??o@?_Bc??C@G?G@A?CC???B?I??@@@?@O??_GC??_, 
X??OO?K?o_?O?P?O?D?GAE???G??_@??p??a_@OC?CGC??OO?@@: Y?HI?aO?G?CAa??Co?A?B????GgA?O?GCO???a?H??O?@?H@??G?o??_, 
X??OO?KC_CB?@O?K?G??O?@_?G_A?`??L??G_?CK?A?C?C?O??B: Y?HQ@_O???CB?AO?`_?E@_?_?o?CO??aEG?????G@????@B_??A??@C_, 
X??OO?O?GWAG?c?W?o?Q??C??I??GP?@`?@G_?@C??CC??@O??D: Y?GA?cAGGO?A_G??o@?_Bc??C@I?G@A?DC???A??G????_BA??A???K_, 
X??OO?O?gWA??O@_@G?@C?P??E??o@?B@??W_??c??GC??@O??D: Y?gW@eOGG??A_A??g??CP?@??@_CA??OTC?????G?G????bO??A??AC_, 
X??OO?P?GW?G?D?o?o?o??C??I??GP?@`?@G_?@C??CC??@O??D: Y?HG?_AGGO?B_G??o@?_Bc??C@I?G@??CA???O?I??@?G?@?_?@???S_, 
X??OO?P?o??oE??I?B?W??Q??E??AA??q??aG?@@??CG??@_??D: Y?hW@eOGG??B_??_????P?_??A??B???[?@C??EI?@??@?@O@????_@_, 
X??OO?P?o?@_?Q?I?B?K?E???E??AA??q??aG?@@??CG??@_??D: Y?hW@eOGG??B_??_????P?_??A??B???[?@C??EI?@??@?@O@????_@_, 
X??OO?QB?OAG?Q?K?G?K???_?K??@P??L??G_?CK?@?C?G?O??B: Y?@?@cAGGO?@_G??o@?_Bc??C@IC?@O???O????wG????_DO@??A??A_, 
X??OO?W?O?_P@O?O?CGW?C_??G??_@??p??a_@OC?CGC??OO?@@: Y?@W@eO?K??Aa?OC??_?EO????_CO???[A?G?A@HO????C@G@????C@_, 
X??OO?W?oG@_C_?G?H??o?O???G?A@??p??a_@_C?AGC??OO?@@: Y?GI?cA?GO?A_G??o@?_Bc???@G?G@A?DC???@?I??CCA?@@?@??A?C_, 
X??OOC??W@?`E??g@_?a??C??E??OP?@`?@G_??c??GC??AO??B: Y?gW@eOGG?GB_??___??@?_C?AA?????K??_?A?W?AC??@`O??G?AC?_, 
X??OOC??WC?cE??I?B?W?CO??E??AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?_???C?????@i????OS?A???KG?GO??CP?AC???OG_, 
X??OOC??WC@_CO?I?B?H?E???E??AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?_???C?????@i????OS?A???KG?GO??CP?AC???OG_, 
X??OOC??WDB?@??G`_?a??C??E??OP?@`?@G_??c??GC??AO??B: Y?gW@eOGG?GB_??___??@?_C?AA?????K??_?A?W?AC??@`O??G?AC?_, 
X??OOC??WGB??Q?g@_?`??C??K??CP?@`?@G_??c??GC??AO??B: Y?_W?C?G??GB_AO_g_?CP_G?_?Ga???_?O_?A?@GA???C?HG??A???o_, 
X??OOC??WHB??G?_`_?a??C??K??CP?@`?@G_??c??GC??AO??B: Y?HI@cAGG?GA???@o@?G@?G??AC_????]??GC?@GOO???O@?AO???C@_, 
X??OOC??WHB??_?G`_?a??C??K??CP?@`?@G_??c??GC??AO??B: Y?HI@cAGG?GA???@o@?G@?G??AC_????]??GC?@GOO???O@?AO???C@_, 
X??OOC??WWAC?O?g?_Oo??C??K??CP?@`?@G_??c??GC??AO??B: Y?_W?C?G??GB_AO_g_?CP_G?_?Ga???_?O_?A?@GA???C?HG??A???o_, 
X??OOC??WWAG?G?__c?o??C??K??CP?@`?@G_??c??GC??AO??B: Y?HI@cAGG?GA???@o@?G@?G??AC_????]??GC?@GOO???O@?AO???C@_, 
X??OOC??WWAG?_?G_c?o??C??K??CP?@`?@G_??c??GC??AO??B: Y?HI@cAGG?GA???@o@?G@?G??AC_????]??GC?@GOO???O@?AO???C@_, 
X??OOC??gA?`E??W?B?W?CG??E??AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?_???C??@??@i?@??OC?A???CG?@?_?@H?AC???OG_, 
X??OOC??gA@_CG?W?B?GOE???E??AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A?_???C??@??@i?@??OC?A???CG?@?_?@H?AC???OG_, 
X??OOC?@GA?BC_E??K?W??I??C???H??o_?c_?OA?C?G??Q_??a: Y?gW@aOGG?GB_??_g_??@?_C??G?A??OD??A?A@?E????O`??CO???K_, 
X??OOC?B?@?BC_E??K?H??Q??C???H??o_?c_?OA?C?G??Q_??a: Y?gW@aOGG?GB_??_g_??@?_C??G?A??OD??A?A@?E????O`??CO???K_, 
X??OOC?B?@?`CG?O@?Gc??O??_G?_A?@a?H?_@_@??SC??_O??`: Y??Y?aO??CCA_?OCg?@A@_A???GOC?@_CG?C?@?H??G?@?B@?G??o??_, 
X??OOC?CGA?B@_E??K?W??I??C???H??o_?c_?OA?C?G??Q_??a: Y?@?@cA?GOG@_G??o@?_Bc??C@GW???gD???G??HO???O?C?C?C???B_, 
X??OOC?CGA?oE??W?B?W??I??E??AA??q??aG?@@??CG??@_??D: Y??W?EO???GB_AO_g_?CPa??P?GO??@?C`?????H??C?A?BGC?????S_, 
X??OOC?CGA@_?I?W?B?K?E???E??AA??q??aG?@@??CG??@_??D: Y??W?EO???GB_AO_g_?CPa??P?GO??@?C`?????H??C?A?BGC?????S_, 
X??OOC@?OGb?B?C_?C??`?G??GG?GA??q?B?G?@c?@?G??OG??B: Y?@G@c??GO?B_G??o@?_Bc??C@IC??O?D?C????X???_C?@GC???_?@_, 
X??OOC@B?c?G@@?E?C?o???_?C_@?P??L??G_?CK?@?C?G?O??B: Y?H?@cA?GO?@_G??o@?_Bc??C@GG???GD???GC?GC?@?A?HO@??A??__, 
X??OOC@B?c?_?H?E?C?o???_?C_A?P??L??G_?CK?@?C?G?O??B: Y?gW?_OOGC??@??Bo??C@O?C?G_E????\???G@?K@??CG?@?D????_G_, 
X??OOCC?GA?BA?E??_Oc??I?@O??G@?@__?K_?OA?C?G??Q_??a: Y??W@CO???GB_AO_g_?CPa??P?K@??O?C_???C?G?_????LG??A?G?C_, 
X??OOCC?GA?BB?C??OGo??I?@O??G@?@__?K_?OA?C?G??Q_??a: Y??W@C??G?GB_AO_g_?CP_G?O?KO??`?C?O??O?@O?????FG??G??@C_, 
X??OOCC?GA?BB?C?AO?OA?I?@O??G@?@__?KO?OC?C?G??P_??c: YCHG?C?GGOGAD??Bo??@@_G?A?O?P???[A??C??@A?????FO??G?O?C_, 
X??OOCC?O@B?B?C_?A?B??E??G_?GA??q?B?G?@c?@?G??OG??B: Y?_W@a??GCCAO??Ao??C@O?C?G_E????\?O??@O?GC????FI???CG??_, 
X??OOCC?W?B??Q?E@_?c??I??A??GA?@a?@CG?@a??OO??OG??B: Y?@G@cA?G??B_G??o@?_Bc??C@G??@O?D??A?A?H?_??O?PO@??A??C_, 
X??OOCCA?_?B?g?W@@?__@O??A??GA?@a?@CG?Ac??CG??_G??B: Y?gW@eOGG?GB_???__??@?_C?AI?A???C??_?A?WCA????hO??G?AC?_, 
X??OOCCA?_@@CC@O?B?B??g??E??AC??T??CO?CC?@?C??SG??E: Y?gW@eOGG?GA_A??g??CP?@??@_CA??OCC????@G??@??@HO??A??AC_, 
X??OOCCA?a?C?OC_@C??g@?_?G??_C?@__AAO?PC?GGC?@?O??`: Y??G@aO?KC?Ba?GCgO@??O@?G??C????kS????AIG?????b?O?_??K?_, 
X??OOCCB?c?BE??W???@@?OG?A??GA?BA??EG?Ac??_G??_G??B: Y?hW@eOGG??B_??_g???P?_??I??@???S?@A??A???I???FO@????CC_, 
X??OOCCB?cB??E?G?G?B???W?C???H??o_AAO?OC??Go?C?O??`: Y?@G@cA?GO?@_G??o@?_Bc??C@G?G@??CG?@?D?A??C???FO_??GC??_, 
X??OOCCE?@?K?QB?AO??O?C???W??A?BA?COG?Ac?CCC??_O??`: Y?HI@cAGG?GA???@o@?G@?G??AC_????]??GC?@GOO???O@?AO???C@_, 
X??OOCDE?@?G?BB?AO??O?C???W??A?BA?COG?Ac?CCC??_O??`: Y?hW@eOGG?GA_A?_???C?????@i????OS?A???KG?GO??CP?AC???OG_, 
X??OOCEE???@?O?K?G_?S?@_K??_O@??L??G_?CK?A?C?C?O??B: Y?HQ@_O???CB?AO?`_?E@_?_?o?CO??aEG?????G@????@B_??A??@C_, 
X??OOCKC??_@?O?K?G_?S?@_E??o?@??L??G_?CK?A?C?C?O??B: Y?HQ@aO???CB_AO?`????B??B?GCO??aC??_?CCK?????E@?GC????I_, 
X??OOCKC??_oE??K?G??O?@_?G_A?`??L??G_?CK?A?C?C?O??B: Y?HQ@_O???CB?AO?`_?E@_?_?o?CO??aEG?????G@????@B_??A??@C_, 
X??OOCKC_GB??K?O?@??Q?OG?C???I??q?AAG?Oc?@?G??_G??B: Y?gW@eOGG??B_??_g_??P????AA?A??OGA?G???Y?G???B@??B????c_, 
X??OOCO?GW?K?C?O_o?o??C??E??OP?@`?@G_??c??GC??@O??D: Y?gW@eOGG?GB_A?_G?????_??A??B???[?@C??EI????@A@@??A??K?_, 
X??OOCO?GW?K?C?O_o?o??C??I??GP?@`?@G_??c??GC??AO??B: Y?gW@eOGG?GA_A?_G?????_??A??B???[?@C??EIG???@A@?B????K?_, 
X??OOCO?WKB????G`_?AC?C??K??CP?@`?@G_??c??GC??AO??B: Y??G@cAGG?GB_G??o@?_Bc??C@IC?@??CC???A??O?A???FO??GA??C_, 
X??OOCO?WW?G?@?G_o?o??C??I??GP?@`?@G_??c??GC??AO??B: Y?hW@eOGG??B_??_????O?_??A??B???[?@C??EI?@??@O@O@????K?_, 
X??OOCO?WW?G?@?G_o?o??C??K??CP?@`?@G_??c??GC??AO??B: Y??G@cAGG?GB_G??o@?_Bc??C@IC?@??CC???A??O?A???FO??GA??C_, 
X??OOCW?OG@_C_?O?CG?O?C??GG?_c?K@?@OG?@a?@?O?@?G??B: Y?GW@AOOG?C?@??Bo???`CO?G?k?O??Gd????o?IC????O@?a?????H_, 
X??OOG@?GAB?B?C_?Q??o?G??GG?GA??q?B?G?@c?@?G??OG??B: Y??W@E??G?GB_AO_g_?CP_??O?H?_???CG???O?X??@???hCG??A?A?_, 
X??OOG@?ODB??C?E@_?c??G_?A??GA?@a?@CG?@a??OO??OG??B: Y?@?@cAGGO?@_G??o@?_Bc??C@IC?@??CG?@?C?GG????_BO@??A??A_, 
X??OOG@?ODB?B?C_?A??o?G???g?GA??q?B?G?@c?@?G??OG??B: Y?GG@e?O?CCAP??A`??_@_A??_S?????W?o????wg????CPO_???@O?_, 
X??OOG@?_A`_C_?@_C?o???G?o??OP??L??G_?CK?@?C?G?O??B: Y?HI@cAGG?GA???@o@?G@?G??AC_????]??GC?@GOO???O@?AO???C@_, 
X??OOG@?_Ab?B?C_?C??`?G??GG?GA??q?B?G?@c?@?G??OG??B: Y?GA?cAGGO?A_G??o@?_Bc??C@I?G@A?DC???A??G????_BA??A???K_, 
X??OOG@?gAB?B?C_?@??`?G??GG?GA??q?B?G?@c?@?G??OG??B: Y?hW@eOGG??A_A?_???C??@??@I?@??OS?A???KI?G???C`?AC???OG_, 
X??OOG@B?c?O?P?E?C?o???_?C_@?P??L??G_?CK?@?C?G?O??B: Y?gW@eOGG??B_??_g_??@????AI?A??OGA?G???w?G???B@O??A?AC?_, 
X??OOGA?GAB??S?E@_?c??I??A??GA?@a?@CG?@a??OO??OG??B: Y?gW@eOGG?GB_???__??@?_C?AI?A???C??_?A?WCA????hO??G?AC?_, 
X??OOGA?GAb?B?C_?G??`?G??GG?GA??q?B?G?@c?@?G??OG??B: Y?gW@eOGG?GB???___??@?_C?AI?A???G??_?A?[?C????XO??G?AC?_, 
X??OOGA?O@B?B?C_?A?@_?Q??G_?GA??q?B?G?@c?@?G??OG??B: Y?gW@eOGG?GA_A??g??CP?@??@_CA??OCC????@G??@??@HO??A??AC_, 
X??OOGA?W?B?B?C_?H??o?G??GG?GA??q?B?G?@c?@?G??OG??B: Y?_W@a??GCC?O??Bo??C@O?C?G_E????\?O?@??G?g???OBI???CG??_, 
X??OOGA?WAB?B?C_?C??P?C??GG?GA??q?B?G?@c?@?G??OG??B: Y?@G@c??GO?B_G??o@?_Bc??C@IC??O?D?C????X???_C?@GC???_?@_, 
X??OOGA?WWAO?O?B?A?o???_?A_@?P??L??G_?CK?@?C?G?O??B: Y?GI?cAGG??A_G??o@?_Bc??C@I?G@A?CC???B?A??@?@?@A??@???K_, 
X??OOGAB?c?BE??G?G?@@?OO?A??GA?BA??EG?Ac??_G??_G??B: Y?@I@_AGGO?@_G??o@?_Bc??C@G?G@??CG?@?@?A??C???F?o???C?C_, 
X??OOGAB?c?G?H?E?C?o???_?C_A?P??L??G_?CK?@?C?G?O??B: Y??A@_A?GO?@_G??o@?_Bc??C@IG?@O?C@???D?I?G?@_?@GC???_?G_, 
X??OOGAB?c?K?O?E??Oo???_?C_@?P??L??G_?CK?@?C?G?O??B: Y?hW@eOGG??A_A?_???C??@??@I?@??OS?A???KI?G???C`?AC???OG_, 
X??OOGAB?cB??E?G?G?@@?OO?C???H??o_AAO?OC??Go?C?O??`: Y?@?@cA?GOG@_G??o@?_Bc??C@GW???gD???G??HO???O?C?C?C???B_, 
X??OOGB??@?BAOC_@_??OCC??OO?G@?@G_?W_?OA?C?G??Q_??a: Y?_W@aOO?C??@??Bo??C@O?C?G_E????[g???K?I???C?_@?D????_A_, 
X??OOGB?GAB??C?E@_?c??A_?A??GA?@a?@CG?@a??OO??OG??B: Y?hW@eOGG?GA_A?_???C?????@i????OS?A???KG?GO??CP?AC???OG_, 
X??OOGB?GAB?B?C_?A??P?C??GG?GA??q?B?G?@c?@?G??OG??B: Y?hW@eOGG?GA_A?_???C??@??@i?@??OC?A???CG?@?_?@H?AC???OG_, 
X??OOGB?GWAO?O?B?A?o???_?A_?_P??L??G_?CK?@?C?G?O??B: Y?hW@eOGG?GA_A??_??C??@??@i?@???C??o??AWC???@?H?AC???OA_, 
X??OOGBB?c?BE??G?G??@??S?A??GA?BA??EG?Ac??_G??_G??B: Y?hW@eOGG?GA_A?__??C@????@A????OS??O??BG?O@??C`?@A???G__, 
X??OOGBB?c?C?O?E??_o???_?E??@P??L??G_?CK?@?C?G?O??B: Y?hW@eOGG?GA_A?_???C??@??@I?@???S?A???KG?OA??C`?AC???OG_, 
X??OOGBB?cB??E????G@@?OO?C???H??o_AAO?OC??Go?C?O??`: Y?hW@eOGG?GB_??__???P?_??A??@???S?@A??E???I???FO?G??A@?_, 
X??OOGBB?cB??E????GAA?GG?C???I??q?AAG?Oc?@?G??_G??B: Y?hW@eOGG?GA_A?__???@?@???gC?_?O??GO??P???E???FO?G???AO_, 
X??OOGBB?cB??G?E?G??D?@??A???Q?@I?@AG?EC??GG??OG??B: Y?hW@eOGG?GB_??__???P?_??A??@???S?@A??E???I???FO?G??A@?_, 
X??OOGEA?_?B?G?o?GO?KAA?OO???@??W_?Q_?GA?A?G??Q_??a: Y?hW@eOGKC?A?_?@????QO???@G????@c?A_???g?CC??D@O@????@C_, 
X??OOGGC?K?E?O?o?@OO_CG??E??AA??q??aG?@@??CG??@_??D: Y?gW@eOGG??A_A?__??CP?B??@G?G??@HC?????I?@????RO??_???S_, 
X??OOGGC?K@ACG?o?@?@_?OG?E??AA??q??aG?@@??CG??@_??D: Y?gW@eOGG??A_A?__??CP?B??@G?G??@HC?????I?@????RO??_???S_, 
X??OOGGC?OaC?o@_?E??W?O???G??A?@E?@G_?_`??gC??OO?@@: Y?@G@c??GOG@_G??o@?_Bc??C@IC????CG?@?D?H??A?C?@GC???_?@_, 
X??OOGKC_?B??Q?K?G??O?@_?G_C?`??L??G_?CK?A?C?C?O??B: Y?gW@eOGGC?B???@?O??DO?G?AG?O_?AA?A????yG?????HO?O???@@_, 
X??OOGKC_C?@?O?K?G_o???_?E??OP??L??G_?CK?@?C?G?O??B: Y?_W@a??GC??@??Bo??C@O?C?G_E????\?O?G@?I?C??A_@I???CG??_, 
X??OOGO?GE?_AC?H@G?c??C??I??GP?@`?@G_?@C??CC??@O??D: Y?@?@cAGGO?@_G??o@?_Bc??C@IC?@??CG?@?C?GG????_BO@??A??A_, 
X??OOGO?GQAO@??G_W?O_?C??K??CP?@`?@G_?@C??CC??@O??D: Y?@?@cAGGO?@_G??o@?_Bc??C@IC?@??CG?@?C?GG????_BO@??A??A_, 
X??OOGW?O?@_C_?G?B?AO?c??G??A@??p??a_@_C?AGC??OO?@@: Y?GI?cA?GO?A_G??o@?_Bc???@G?G@A?DC???@?I??CCA?@@?@??A?C_, 
X??OOGWB?c?G???G_B?AC?`??E??AA??q??aG?@@??CG??@_??D: Y??I@cAGGOGB_G??o@?_Bc??C@G??@??D??????OG?C???FA??C???g_, 
X??OOGWB?c?G?_?G?B?AC?@O?E??AA??q??aG?@@??CG??@_??D: Y??I@cAGGOGB_G??o@?_Bc??C@G??@??D??????OG?C???FA??C???g_, 
X??OOK?@?@?BC_E??K?OO?K??C???H??o_?c_?OA?C?G??Q_??a: Y?GI?cA?GO?A_G??o@?_Bc???@G?G@A?DC???@?I??CCA?@@?@??A?C_, 
X??OOK?C?@?BC_B??K?OO?K??C???H??o_?c_?OA?C?G??Q_??a: Y?GI?cA?G??A_G??o@?_Bc??C@G?G@A?CC???B?I??@@@?@O??_GC??_, 
X??OOK?C_WA??G?W?B?OC?H??E??AA??q??aG?@@??CG??@_??D: Y?hW@eOGG?GA_A??_??CP?@????CA??OS??_??BI?????C`??P????I_, 
X??OOK@??@?BC_B?@C?__?A??OG?GA??p?ACG?OC?@?C??P_??c: Y?gW@eOGG?GB_??___??@?_C?AA?????K??_?A?W?AC??@`O??G?AC?_, 
X??OOK@??@?BC_E?@C??O@C??OO?GA??p?ACG?OC?@?C??P_??c: Y?_W?C?G??GB_AO_g_?CP_G?_?Ga???_?O_?A?@GA???C?HG??A???o_, 
X??OOK@??@?BE?C_@C?G_?A??OG?GA??p?ACG?OC?@?C??P_??c: Y?gW@eOGG?GB???___??@?_C?AI?A???G??_?A?[?C????XO??G?AC?_, 
X??OOKAA?_@@CC@G?B?@??OC?E??AC??T??CO?CC?@?C??SG??E: Y?GG@e?O?CCAP??A`??_@_A??_S?????W?o????wg????CPO_???@O?_, 
X??OOKG??@aA?G?@_AOc?B??@???O@??o_?aO?@C??GO??QO?OA: Y?hW@aOGGC?A_??@g???G?_??AG?OG?@OB?????y????@A@??OA??K?_, 
X??OOKG?G?A@?E?WA??W??c??G_?GA??q?A_G?@c?A?G??OG??B: Y?_W@e?GG?GB_???__??P?_C?AI?A???D??_?A?WCA????hI???CG??_, 
